id,name,role_description,init_att,gender,age,status,traits,interest,racist,education,economic
270,David Barrett,"David Barrett is a 25-year-old male Professor who is unconventional, uncooperative and energetic, and has interests of diverse literature, philosophy and socializing.",-0.0047081,male,25,Professor,unconventional;uncooperative;energetic,diverse literature;philosophy;socializing,white,postgraduate,middle
271,Isaac Gordon,"Isaac Gordon is a 34-year-old male Environmental Scientist who is unassertive, kind and responsible, and has interests of drawing, supporting charities and tracking progress.",-0.3405773,male,34,Environmental Scientist,unassertive;kind;responsible,drawing;supporting charities;tracking progress,hispanic,college,middle
272,Orion Crawford,"Orion Crawford is a 74-year-old male Broadcast Journalist who is hostile, resistant and responsible, and has interests of strategy games, folk music and analyzing data.",0.0323928,male,74,Broadcast Journalist,hostile;resistant;responsible,strategy games;folk music;analyzing data,asian,high school,middle
273,Evelyn Chavez,"Evelyn Chavez is a 21-year-old male Public Relations Specialist who is unimaginative, composed and assertive, and has interests of learning calligraphy, yoga and traveling.",-0.4292269,male,21,Public Relations Specialist,unimaginative;composed;assertive,learning calligraphy;yoga;traveling,hispanic,postgraduate,high
274,Jeremiah Jackson,"Jeremiah Jackson is a 32-year-old female Sales Manager who is shy, resistant and unsympathetic, and has interests of researching topics, volunteering in heritage preservation and writing opinion pieces.",0.5916753,female,32,Sales Manager,shy;resistant;unsympathetic,researching topics;volunteering in heritage preservation;writing opinion pieces,white,postgraduate,low
275,Finn Allen,"Finn Allen is a 69-year-old male Airline Pilot who is friendly, rude and original, and has interests of exploring new places, solo sports and diverse literature.",0.4239383,male,69,Airline Pilot,friendly;rude;original,exploring new places;solo sports;diverse literature,asian,postgraduate,low
276,Jackson Richardson,"Jackson Richardson is a 54-year-old female Shipping Manager who is traditional, relaxed and warm, and has interests of reading biographies, watching movies and attending community meetings.",-0.0793284,female,54,Shipping Manager,traditional;relaxed;warm,reading biographies;watching movies;attending community meetings,asian,college,middle
277,Oscar Banks,"Oscar Banks is a 26-year-old female Educational Administrator who is friendly, detail-oriented and sensitive, and has interests of organizing events, creating schedules and movies.",0.2276485,female,26,Educational Administrator,friendly;detail-oriented;sensitive,organizing events;creating schedules;movies,asian,high school,low
278,Rhea Horton,"Rhea Horton is a 26-year-old female Air Traffic Controller who is lazy, solitary and intolerant, and has interests of watching reality shows, knitting and strategy games.",-0.6101617,female,26,Air Traffic Controller,lazy;solitary;intolerant,watching reality shows;knitting;strategy games,white,college,middle
279,Julia Barnett,"Julia Barnett is a 41-year-old male School Counselor who is disciplined, narrow-minded and balanced, and has interests of analyzing data, volunteering in heritage preservation and birdwatching.",-0.1948004,male,41,School Counselor,disciplined;narrow-minded;balanced,analyzing data;volunteering in heritage preservation;birdwatching,white,high school,low
280,Lucy Robertson,"Lucy Robertson is a 54-year-old female School Counselor who is considerate, steady and irresponsible, and has interests of supporting charities, baking and attending spontaneous events.",0.4138829,female,54,School Counselor,considerate;steady;irresponsible,supporting charities;baking;attending spontaneous events,white,postgraduate,low
281,Hannah Wilson,"Hannah Wilson is a 49-year-old male Artist who is versatile, moody and unreliable, and has interests of new languages, journaling emotions and impulse shopping.",0.3130613,male,49,Artist,versatile;moody;unreliable,new languages;journaling emotions;impulse shopping,asian,high school,middle
282,Gideon Sutton,"Gideon Sutton is a 61-year-old male Tutor who is volatile, original and assertive, and has interests of aromatherapy, experimenting and hosting events.",-0.1323785,male,61,Tutor,volatile;original;assertive,aromatherapy;experimenting;hosting events,black,postgraduate,middle
283,Callan Mills,"Callan Mills is a 60-year-old female Account Executive who is quiet, generous and careless, and has interests of studying, teaching and DIY projects.",-0.127126,female,60,Account Executive,quiet;generous;careless,studying;teaching;DIY projects,black,high school,low
284,Mila Huffman,"Mila Huffman is a 31-year-old male Actor who is generous, volatile and conventional, and has interests of counseling, video games and learning family crafts.",-0.256633,male,31,Actor,generous;volatile;conventional,counseling;video games;learning family crafts,hispanic,college,high
285,Rhys Griffin,"Rhys Griffin is a 79-year-old male Entrepreneur who is adventurous, uncooperative and original, and has interests of attending festivals, analyzing political ideologies and experimenting.",0.1648287,male,79,Entrepreneur,adventurous;uncooperative;original,attending festivals;analyzing political ideologies;experimenting,hispanic,high school,low
286,Ellie Walters,"Ellie Walters is a 43-year-old male Data Scientist who is traditional, hostile and unpredictable, and has interests of antiques, writing opinion pieces and abstract art.",-0.3897232,male,43,Data Scientist,traditional;hostile;unpredictable,antiques;writing opinion pieces;abstract art,hispanic,postgraduate,high
287,Hudson McGrath,"Hudson McGrath is a 24-year-old male Rail Operator who is unsympathetic, prejudiced and quiet, and has interests of chess strategies, crafting with natural materials and writing.",0.6131268,male,24,Rail Operator,unsympathetic;prejudiced;quiet,chess strategies;crafting with natural materials;writing,white,college,low
288,Aurora Kelly,"Aurora Kelly is a 20-year-old male Account Executive who is level-headed, rude and inflexible, and has interests of journaling, analyzing political ideologies and local history.",-0.0644677,male,20,Account Executive,level-headed;rude;inflexible,journaling;analyzing political ideologies;local history,other,high school,middle
289,Anthony Perry,"Anthony Perry is a 54-year-old male Tutor who is careless, rigid and talkative, and has interests of DIY projects, attending local fairs and going to parties.",-0.0298401,male,54,Tutor,careless;rigid;talkative,DIY projects;attending local fairs;going to parties,white,high school,low
290,Everett Cox,"Everett Cox is a 25-year-old female Project Manager who is open-minded, friendly and neurotic, and has interests of different philosophies, spreading kindness and attending support groups.",0.039554,female,25,Project Manager,open-minded;friendly;neurotic,different philosophies;spreading kindness;attending support groups,white,college,middle
291,Felix Brewer,"Felix Brewer is a 36-year-old female Data Analyst who is open-minded, selfish and unpredictable, and has interests of debates, writing critiques and blogging about feelings.",-0.4093697,female,36,Data Analyst,open-minded;selfish;unpredictable,debates;writing critiques;blogging about feelings,asian,postgraduate,middle
292,Marlowe Garrett,"Marlowe Garrett is a 33-year-old female Physician who is shy, unflappable and considerate, and has interests of watching movies, baking and teaching.",0.1100155,female,33,Physician,shy;unflappable;considerate,watching movies;baking;teaching,asian,high school,middle
293,Tobias Parks,"Tobias Parks is a 33-year-old female Marketing Specialist who is intolerant, moody and reflective, and has interests of solo sports, abstract art and drawing.",-0.2818752,female,33,Marketing Specialist,intolerant;moody;reflective,solo sports;abstract art;drawing,hispanic,college,middle
294,Callan Robertson,"Callan Robertson is a 32-year-old female Musician who is forgetful, distrustful and unconventional, and has interests of binge-watching series, chess strategies and new cuisines.",0.4464884,female,32,Musician,forgetful;distrustful;unconventional,binge-watching series;chess strategies;new cuisines,hispanic,high school,middle
295,Ophelia Cruz,"Ophelia Cruz is a 22-year-old male Traffic Engineer who is enthusiastic, dogmatic and responsible, and has interests of meeting new people, folk music and maintaining cleanliness.",0.0146257,male,22,Traffic Engineer,enthusiastic;dogmatic;responsible,meeting new people;folk music;maintaining cleanliness,other,postgraduate,middle
296,Orion Bryant,"Orion Bryant is a 34-year-old female Forensic Analyst who is enthusiastic, rude and unimaginative, and has interests of joining clubs, courtroom dramas and exploring genealogy.",-0.3765372,female,34,Forensic Analyst,enthusiastic;rude;unimaginative,joining clubs;courtroom dramas;exploring genealogy,white,postgraduate,low
297,Rhys Pena,"Rhys Pena is a 25-year-old male Curator who is lively, prejudiced and friendly, and has interests of traveling, attending local fairs and building relationships.",0.0060271,male,25,Curator,lively;prejudiced;friendly,traveling;attending local fairs;building relationships,asian,college,low
