id,name,gender,status,traits,interest,birth,memory
2790,Aiden Douglas,male,IT Support Specialist,open-minded;sensitive;lazy,attending workshops;crafts;attending spontaneous events,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2791,Zara Carter,female,Physician Assistant,composed;adventurous;critical,birdwatching;hiking;reviewing products critically,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2792,Tobias Morales,female,Journalist,moody;apathetic;lazy,journaling emotions;classic movies;hanging out aimlessly,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2793,Josiah Dean,male,Database Administrator,punctual;imaginative;sensitive,meeting deadlines;new languages;poetry,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2794,Cooper Perez,male,Educational Administrator,friendly;reactive;selfish,traveling;blogging about feelings;strategy games,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2795,Briar Stewart,female,Financial Manager,unmotivated;unassertive;distrustful,spontaneous photography;journaling;philosophy,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2796,Jaxson Crawford,female,Dancer,kind;original;diligent,spreading kindness;diverse literature;researching,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2797,Matthew Fleming,female,Nurse,energetic;moody;innovative,networking;video games;new cuisines,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2798,Rocco Stanley,male,Tutor,creative;compassionate;moody,diverse literature;attending community meetings;making vision boards,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2799,Matthew Dunn,female,Customer Service Representative,organized;adventurous;understanding,creating schedules;virtual reality;fundraising,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2800,Lucia Hart,male,Biologist,inhibited;thorough;inflexible,organizing personal spaces;time management;classic movies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2801,Eliza Spencer,female,Special Education Teacher,disorganized;warm;resistant,freestyling in music;promoting positivity;reading biographies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2802,Ophelia Murphy,female,Truck Driver,unsympathetic;disorganized;original,martial arts;procrastinating projects;diverse literature,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2803,Marlowe Dixon,female,Digital Marketing Specialist,moody;negligent;energetic,abstract art;attending spontaneous events;networking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2804,Lucia Grant,female,Musician,warm;volatile;detail-oriented,mediating conflicts;adrenaline sports;implementing systems,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2805,Adrian Walters,male,Digital Marketing Specialist,reclusive;thorough;dogmatic,studying;analyzing data;crafting with natural materials,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2806,Sebastian James,female,Concierge,empathetic;inflexible;reserved,organizing events;learning calligraphy;baking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2807,Eli Cook,male,Fleet Manager,shy;unconventional;unpredictable,drawing;different philosophies;adrenaline sports,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2808,Jackson Gardner,male,Pharmacist,prejudiced;reactive;unreliable,exploring genealogy;following mood-boosting routines;daydreaming,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2809,Solomon Fox,female,Event Planner,understanding;grounded;taciturn,teaching;listening to music;stargazing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2810,Caleb Griffin,female,Radiologic Technologist,indifferent;impulsive;generous,exploring social media;melancholic music;advocating for others,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2811,Amelia Wheeler,female,Logistics Coordinator,composed;narrow-minded;unmotivated,listening to music;folk music;sketching freely,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2812,Grant Ryan,female,Financial Manager,unassertive;careless;rude,baking;trying street food;writing opinion pieces,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2813,Damian Spencer,male,Pharmacist,outgoing;traditional;diligent,cooking;volunteering in heritage preservation;following routines,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2814,Aria Lucas,male,Web Developer,diligent;impulsive;dogmatic,creating schedules;aromatherapy;learning family crafts,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2815,Warren Hicks,male,Dental Hygienist,detail-oriented;balanced;unassertive,tracking progress;nature walks;organizing personal spaces,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2816,Zara Garrett,male,Curator,sensitive;sociable;understanding,keeping a dream journal;volunteering;volunteering,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2817,Raegan Lopez,female,Environmental Scientist,unflappable;thorough;conventional,knitting;time management;volunteering in heritage preservation,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2818,Calliope Mills,female,Artist,trustworthy;taciturn;versatile,attending community meetings;stargazing;new technology,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2819,Damon Haynes,female,Public Relations Specialist,irresponsible;warm;unflappable,binge-watching series;community service;journaling,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2820,Rhys Welch,female,Digital Marketing Specialist,outgoing;punctual;insecure,running;budgeting;doing intense workouts,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2821,Lila Reid,male,Account Executive,volatile;original;energetic,taking personality quizzes;designing;going to parties,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2822,Leonard Hopkins,female,Promotions Coordinator,level-headed;friendly;critical,stargazing;exploring new places;chess strategies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2823,Hattie Fletcher,male,Travel Agent,unassertive;conventional;sensitive,birdwatching;attending religious gatherings;movies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2824,Tatum Austin,female,Promotions Coordinator,energetic;understanding;procrastinating,going to parties;collaborating on projects;procrastinating projects,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2825,Theo Sanchez,female,Physician,creative;negligent;unsympathetic,attending art galleries;DIY projects;debating topics,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2826,Hunter Miller,female,Tour Guide,friendly;open-minded;unpredictable,spreading kindness;experimenting;taking personality quizzes,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2827,Emmett Pierce,female,Digital Marketing Specialist,understanding;relaxed;outgoing,attending community meetings;painting;joining clubs,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2828,Aria Clark,male,Journalist,stubborn;imaginative;neurotic,joining debate clubs;visiting museums;watching motivational talks,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2829,Oscar Hill,male,Musician,unreliable;grounded;rigid,daydreaming;stargazing;gardening heirloom plants,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2830,Hudson Jimenez,male,Writer,resilient;reclusive;disorganized,fishing;knitting;visiting amusement parks,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2831,Ryder Shelton,male,Data Scientist,innovative;thorough;reflective,inventing;planning;studying,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2832,Sage Henderson,female,Environmental Scientist,warm;negligent;shy,joining social causes;DIY projects;watching movies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2833,Verity Castillo,male,Housekeeping Supervisor,volatile;apathetic;friendly,doing intense workouts;joining cultural clubs;mediating conflicts,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2834,Amelia Holmes,female,Travel Agent,unassertive;argumentative;narrow-minded,organizing personal spaces;studying negotiation techniques;gardening heirloom plants,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2835,Eli Martin,male,Health Educator,prejudiced;solitary;rude,baking traditional recipes;journaling;engaging in intellectual discussions,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2836,Chloe Gordon,male,Business Analyst,efficient;distrustful;rigid,meeting deadlines;analyzing political ideologies;watching documentaries,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2837,Cora Watson,female,Brand Strategist,resilient;empathetic;reserved,baking;encouraging teamwork;journaling,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2838,Lydia Nichols,male,Digital Marketing Specialist,generous;relaxed;rigid,mediating conflicts;running;joining cultural clubs,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2839,Leo Duncan,female,Medical Researcher,lazy;argumentative;insecure,trying street food;exploring conspiracy theories;abstract art,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2840,Rylee Clark,female,Event Planner,procrastinating;assertive;anxious,trying street food;meeting new people;attending support groups,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2841,Nora Bell,male,Human Resources Manager,outgoing;procrastinating;compassionate,partying;hanging out aimlessly;collaborating on projects,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2842,Nora Cunningham,male,Physician,argumentative;disciplined;calm,dissecting movies and books;following routines;listening to music,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2843,Aisling Sanders,male,Dental Hygienist,original;calm;quiet,attending workshops;birdwatching;stargazing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2844,Braxton Harrison,male,Radiologic Technologist,efficient;enthusiastic;uncooperative,budgeting;attending concerts;engaging in intellectual discussions,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2845,Jasper Stanley,male,Event Planner,level-headed;assertive;curious,gardening;dancing;inventing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2846,Hannah Washington,female,Transportation Planner,creative;grounded;indifferent,exploring music genres;gardening;watching reality shows,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2847,Anthony Barrett,male,Marketing Specialist,relaxed;apathetic;thorough,running;antiques;following routines,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2848,Aiden McCoy,male,Graphic Designer,unpredictable;unreliable;reclusive,attending support groups;hanging out aimlessly;knitting,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2849,Aurora Harding,male,Physician,cooperative;volatile;enthusiastic,organizing events;following mood-boosting routines;shopping,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
2850,Tate Miles,male,Logistics Coordinator,insecure;organized;intolerant,aromatherapy;tracking progress;joining debate clubs,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
